"Day_Number","DTRAD","Energy"
1,15.1105640048661,3399.87690109487
2,14.4771573773777,3257.36040990997
3,15.0592798782413,3388.33797260429
4,15.8217801836706,3559.90054132588
5,15.020148728401,3379.53346389022
6,14.4821077304953,3258.47423936143
7,14.4821077304953,3258.47423936143
8,14.7399288888345,3316.48399998777
9,15.0098858214201,3377.22430981953
10,15.9481711152967,3588.33850094176
11,15.315805870375,3446.05632083436
12,15.315805870375,3446.05632083436
13,14.4821077304953,3258.47423936143
14,15.990138506142,3597.78116388194
15,16.3400300352986,3676.50675794218
16,15.3880850949145,3462.31914635577
17,16.2743625276247,3661.73156871555
18,15.8552732565774,3567.43648272991
19,16.3709155732559,3683.45600398259
20,13.6565583854837,3072.72563673384
21,13.6565583854837,3072.72563673384
22,14.3965115850567,3239.21510663775
23,16.8726569985798,3796.34782468046
24,15.1696237924711,3413.165353306
25,14.5549606592979,3274.86614834202
26,14.3716537935093,3233.62210353959
27,14.3716537935093,3233.62210353959
28,14.2842925309623,3213.96581946652
29,12.298040957232,2767.05921537719
30,15.0990122010755,3397.27774524198
31,15.1175207199393,3401.44216198634
32,14.3716537935093,3233.62210353959
33,15.7642568071185,3546.95778160165
34,15.8895938173862,3575.15860891189
35,15.608650243278,3511.94630473755
36,15.608650243278,3511.94630473755
37,15.5666828524328,3502.50364179737
38,14.921711882362,3357.38517353144
39,15.8592797110927,3568.33793499586
40,15.8402949719303,3564.06636868432
41,16.2094187544924,3647.1192197608
42,16.2094187544924,3647.1192197608
43,16.347227995219,3678.12629892428
44,16.2741338215692,3661.68010985306
45,18.7293201479032,4214.09703327823
46,19.155910378977,4310.07983526983
47,17.7706745486841,3998.40177345392
48,17.2924302786664,3890.79681269995
49,16.6841733462172,3753.93900289888
50,16.6841733462172,3753.93900289888
51,16.7236644242042,3762.82449544594
52,17.4790238612254,3932.78036877572
53,14.3213032992941,3222.29324234118
54,15.7806574832655,3550.64793373473
55,13.8950223377223,3126.38002598751
56,14.871037470726,3345.98343091334
57,15.4645720112942,3479.5287025412
58,16.1162944623167,3626.16625402126
59,17.2239834580281,3875.39627805633
60,17.2239834580281,3875.39627805633
61,17.6329159666021,3967.40609248548
62,16.3658489279863,3682.31600879692
63,16.1358420911481,3630.56447050833
64,14.1269208500135,3178.55719125304
65,14.1269208500135,3178.55719125304
66,17.7676649240147,3997.72460790331
67,16.9688525072118,3817.99181412267
68,16.8001725399187,3780.03882148172
69,16.9728145724784,3818.88327880765
70,16.7111984631412,3760.01965420676
71,15.4207357499803,3469.66554374556
72,15.2790300774945,3437.78176743627
73,15.4663583277375,3479.93062374094
74,15.4663583277375,3479.93062374094
75,15.4402981902025,3474.06709279557
76,18.2776075719728,4112.46170369388
77,18.9200388682769,4257.00874536231
78,11.4938614496727,2586.11882617635
79,18.0625156588734,4064.06602324651
80,18.2713237693247,4111.04784809806
81,14.7907430645566,3327.91718952523
82,13.0203624608584,2929.58155369313
83,17.677143503042,3977.35728818444
84,18.9506067582093,4263.8865205971
85,18.9506067582093,4263.8865205971
86,19.2060913677763,4321.37055774967
87,16.9464538259847,3812.95211084656
88,19.4031891021634,4365.71754798676
89,19.511166726291,4390.01251341548
90,20.8093505635389,4682.10387679625
91,19.9348301687409,4485.33678796671
92,19.8322791180295,4462.26280155664
93,20.1626799463952,4536.60298793892
94,19.0513864224165,4286.56194504371
95,19.9736755210133,4494.076992228
96,20.0336940186114,4507.58115418757
97,20.0785693898929,4517.67811272591
98,20.0785693898929,4517.67811272591
99,20.7063379404478,4658.92603660076
100,20.5869608154073,4632.06618346665
101,20.5869608154073,4632.06618346665
102,20.2054725525434,4546.23132432226
103,20.467749035514,4605.24353299066
104,19.8206232788585,4459.64023774315
105,19.8702165824254,4470.79873104572
106,20.5067195039536,4614.01188838956
107,20.8654218072612,4694.71990663378
108,21.4353430638431,4822.95218936471
109,19.0921663972132,4295.73743937297
110,19.8983102686266,4477.119810441
111,19.8983102686266,4477.119810441
112,18.9988196683778,4274.73442538501
113,19.4441088410461,4374.92448923537
114,20.5899368204983,4632.73578461211
115,21.1330024655721,4754.92555475373
116,21.1941512877064,4768.68403973393
117,21.0301421453588,4731.78198270573
118,20.9173219182707,4706.3974316109
119,20.6061359773004,4636.3805948926
120,18.9218017127862,4257.4053853769
121,19.5166822416767,4391.25350437725
122,19.3186257972965,4346.69080439171
123,18.992916874663,4273.40629679918
124,18.992916874663,4273.40629679918
125,18.5035399296409,4163.29648416921
126,19.7319645775068,4439.69202993902
127,20.2718067032466,4561.15650823048
128,19.8504526228583,4466.35184014312
129,20.6324944511951,4642.31125151889
130,21.6617961945306,4873.90414376938
131,21.9170395592503,4931.33390083132
132,21.3090981656989,4794.54708728226
133,21.2068030077536,4771.53067674457
134,21.2184625617014,4774.1540763828
135,20.6654307403568,4649.72191658028
136,20.9462345503789,4712.90277383526
137,20.606472433513,4636.45629754043
138,17.9988670519468,4049.74508668803
139,21.9539911269425,4939.64800356206
140,21.9539911269425,4939.64800356206
141,21.2967211466054,4791.76225798621
142,21.6884550321761,4879.90238223962
143,15.6663048419212,3524.91858943228
144,18.8323154049843,4237.27096612147
145,15.8840486792188,3573.91095282424
146,19.2110800042187,4322.49300094921
147,19.0825132052211,4293.56547117475
148,18.63497642575,4192.86969579375
149,18.0956339922428,4071.51764825462
150,18.6755323582376,4201.99478060345
151,18.9989086103473,4274.75443732814
152,18.4560108650399,4152.60244463397
153,19.599093151106,4409.79595899886
154,15.323494980533,3447.78637061993
155,17.7798132370527,4000.45797833686
156,17.9399111362503,4036.48000565631
157,17.9399111362503,4036.48000565631
158,18.8779442521374,4247.53745673091
159,19.4687105763554,4380.45987967997
160,20.3623109216812,4581.51995737826
161,21.0038024796518,4725.85555792165
162,20.4985962901466,4612.18416528298
163,19.1159617254072,4301.09138821662
164,14.8814511934833,3348.32651853375
165,19.0445335792518,4285.02005533166
166,18.5463286575405,4172.92394794662
167,18.5524492241686,4174.30107543793
168,20.4395427719374,4598.89712368593
169,20.3137295413711,4570.58914680851
170,19.4208255804045,4369.68575559102
171,15.4941033009545,3486.17324271477
172,17.8701184907617,4020.77666042138
173,16.1440246241429,3632.40554043216
174,18.5380893150534,4171.07009588702
175,19.3045851418558,4343.53165691756
176,16.9097967164036,3804.70426119081
177,16.8361185722981,3788.12667876707
178,18.3169080637571,4121.30431434535
179,18.3169080637571,4121.30431434535
180,19.0769492588662,4292.31358324489
181,19.0511178273867,4286.50151116201
182,15.9175589546637,3581.45076479934
183,16.8168083100653,3783.7818697647
184,15.7045476975705,3533.52323195336
185,15.7081286721679,3534.32895123777
186,15.7081286721679,3534.32895123777
187,15.504131232484,3488.42952730891
188,16.869628847743,3795.66649074217
189,17.1874324929546,3867.17231091479
190,16.1586304418517,3635.69184941663
191,18.332944933509,4124.91261003952
192,18.2407645399355,4104.17202148549
193,17.5895371173992,3957.64585141482
194,17.895571185907,4026.50351682907
195,17.895571185907,4026.50351682907
196,19.0606758080135,4288.65205680303
197,17.3638966632229,3906.87674922516
198,18.8694808673412,4245.63319515176
199,16.9965505365609,3824.2238707262
200,15.0520251088286,3386.70564948643
201,14.4090605007134,3242.03861266051
202,14.0917033344705,3170.63325025586
203,15.3178741061376,3446.52167388096
204,16.8152672352661,3783.43512793486
205,16.7418131334696,3766.90795503067
206,16.0092631279386,3602.08420378619
207,15.9247443757925,3583.0674845533
208,15.9247443757925,3583.0674845533
209,14.1099831472788,3174.74620813773
210,13.7843866385488,3101.48699367348
211,11.7017577939989,2632.89550364976
212,11.4444128559582,2574.99289259061
213,13.1759987660287,2964.59972235645
214,13.8815471265698,3123.34810347819
215,12.2398768007319,2753.97228016467
216,12.0688454732756,2715.49023148701
217,11.5887025914594,2607.45808307837
218,11.8630259067069,2669.18082900906
219,11.8630259067069,2669.18082900906
220,13.3238359382847,2997.86308611407
221,13.4698845214984,3030.72401733714
222,12.6808713301696,2853.19604928815
223,10.656694830835,2397.75633693788
224,11.6808767156371,2628.19726101834
225,11.6808767156371,2628.19726101834
226,14.4340729862858,3247.66642191431
227,13.3362129573783,3000.64791541011
228,13.3362129573783,3000.64791541011
229,13.8815471265698,3123.34810347819
230,11.1633740704848,2511.75916585907
231,11.3802754899413,2560.5619852368
232,11.159001418427,2510.77531914607
233,11.4011565683032,2565.26022786822
234,11.4387513070907,2573.7190440954
235,12.1201061279664,2727.02387879243
236,12.2509649230156,2756.46710767851
237,14.9647107901496,3367.05992778366
238,10.7375755986074,2415.95450968666
239,12.0964122805336,2721.69276312006
240,13.4320250659297,3022.20563983419
241,14.6164571528071,3288.70285938159
242,12.9802071309895,2920.54660447263
243,12.4972217387725,2811.87489122382
244,13.5979008061469,3059.52768138305
245,13.5154898967175,3040.98522676144
246,14.6622975034775,3299.01693828244
247,12.9938495749588,2923.61615436573
248,12.6808713301696,2853.19604928815
249,14.9129269712922,3355.40856854075
250,14.6120672982111,3287.71514209751
251,12.1883811705897,2742.38576338268
252,13.8328705348944,3112.39587035124
253,11.491336869317,2585.55079559632
254,11.3231183109316,2547.70161995962
255,12.8627918151839,2894.12815841638
256,13.6644107316618,3074.49241462391
257,13.8022199723884,3105.49949378739
258,10.5706459370318,2378.39533583216
259,12.1535397182134,2734.54643659802
260,12.2857468927322,2764.29305086474
261,11.415328445835,2568.44890031287
262,12.9464853520272,2912.95920420612
263,11.6332477759242,2617.48074958295
264,11.3382783577662,2551.1126304974
265,13.1414517717635,2956.82664864679
266,12.5724472270732,2828.80062609147
267,13.5366059505307,3045.73633886942
268,10.954477018064,2464.75732906439
269,13.1788178044955,2965.23400601148
270,12.9938495749588,2923.61615436573
271,11.8475416604314,2665.69687359706
272,10.9920717568514,2473.21614529157
273,12.9858452079231,2921.81517178269
274,12.142252631204,2732.00684202091
275,11.8751382090192,2671.90609702933
276,13.8356833039653,3113.0287433922
277,13.7996061680431,3104.9113878097
278,14.3155912103301,3221.00802232428
279,13.8580882545883,3118.06985728237
280,14.5329923220193,3269.92327245434
281,14.0585047196748,3163.16356192683
282,13.0943225242833,2946.22256796373
283,12.4237848395142,2795.3515888907
284,14.4466849808307,3250.50412068691
285,15.2660902872802,3434.87031463805
286,14.87246625017,3346.30490628824
287,12.2007581896832,2745.17059267873
288,16.052296978934,3611.76682026016
289,15.5386610242111,3496.19873044749
290,17.3183903776178,3896.63783496399
291,16.669647928483,3750.67078390867
292,16.7909487429055,3777.96346715373
293,13.9830035814506,3146.17580582639
294,10.2574029754614,2307.9156694788
295,16.0512195856416,3611.52440676937
296,16.9218138073506,3807.40810665388
297,13.5043783024997,3038.48511806244
298,16.7711513272319,3773.50904862717
299,14.2058015252261,3196.30534317588
300,11.7594457302004,2645.8752892951
301,14.5453458691788,3272.70282056524
302,13.4583029763779,3028.11816968503
303,14.468619980551,3255.43949562398
304,16.9003550279289,3802.579881284
305,17.418598610161,3919.18468728622
306,17.3067245542742,3894.01302471169
307,17.6566160834308,3972.73861877193
308,16.4187834852169,3694.2262841738
309,14.9863466680124,3371.92800030279
310,14.026518316491,3155.96662121048
311,12.8101999835618,2882.2949963014
312,16.4483738569686,3700.88411781794
313,17.0783665423923,3842.63247203828
314,17.0783665423923,3842.63247203828
315,17.7822895499111,4001.01514872999
316,17.7822895499111,4001.01514872999
317,15.8746007213482,3571.78516230336
318,9.4516103716513,2126.61233362154
319,10.984826853063,2471.58604193917
320,13.3098520923363,2994.71672077567
321,15.5529069137733,3499.40405559899
322,15.7383216222787,3541.1223650127
323,16.4203221688689,3694.5724879955
324,16.4203221688689,3694.5724879955
325,16.4724189720048,3706.29426870108
326,16.3950981797791,3688.89709045029
327,16.6808460735229,3753.19036654265
328,16.3069094293301,3669.05462159927
329,14.5864833809748,3281.95876071932
330,15.921524734707,3582.34306530907
331,16.3982708769966,3689.61094732422
332,15.302488949476,3443.06001363209
333,15.8285019232924,3561.4129327408
334,16.8842213411622,3798.94980176149
335,15.0854775072632,3394.23243913422
336,16.2103563836988,3647.33018633223
337,16.9967917814081,3824.27815081683
338,15.6617206863461,3523.88715442787
339,15.6617206863461,3523.88715442787
340,14.1014790880105,3172.83279480236
341,10.574518896857,2379.26675179283
342,13.5669980656514,3052.57456477156
343,14.7150945692212,3310.89627807476
344,14.2681800435305,3210.34050979437
345,14.2181785443197,3199.09017247192
346,14.6673109354833,3300.14496048374
347,14.9346838050534,3360.30385613702
348,13.5017770369462,3037.89983331289
349,13.8995387506629,3127.39621889914
350,13.8313169213034,3112.04630729326
351,14.3347405091419,3225.31661455693
352,14.9168630100056,3356.29417725126
353,15.1412208367679,3406.77468827279
354,14.8846885752384,3349.05492942865
355,14.9542525146715,3364.7068158011
356,15.0069418302581,3376.56191180808
357,14.7256617999374,3313.27390498592
358,15.7987975319878,3554.72944469725
359,15.3642600253907,3456.9585057129
360,14.4082008803342,3241.8451980752
361,14.617785656571,3289.00177272848
362,14.617785656571,3289.00177272848
363,14.3877960222709,3237.25410501096
364,15.08297999507,3393.67049889074
365,15.6420098214946,3519.45220983629
